"Plot_name","Quadrat_corner","Species_or_type","Count","Phenophase","Date","Notes","Plot_event_ID","Sample_number1","Sample_number2"
"DPB-014","SW","Annual grass",28,"full leaf out",2022-03-17,"N/A",352,395,398
"DPB-014","NE","Erodium cicutarium",6,"full leaf out",2022-03-17,"N/A",352,396,-9999
"DPB-014","NW","Erodium cicutarium",4,"full leaf out",2022-03-17,"N/A",352,396,-9999
"DPB-014","SE","Erodium cicutarium",7,"full leaf out",2022-03-17,"N/A",352,396,-9999
"DPB-014","SW","Erodium cicutarium",3,"full leaf out",2022-03-17,"N/A",352,396,-9999
"DPB-014","SW","Brassica nigra - Black mustard",19,"full leaf out",2022-03-17,"N/A",352,397,-9999
"SRA-069","NE","NPV",34,"N/A",2022-04-21,"N/A",829,615,-9999
"SRA-069","NW","NPV",35,"N/A",2022-04-21,"N/A",829,615,-9999
"SRA-069","SE","NPV",20,"N/A",2022-04-21,"N/A",829,615,-9999
"SRA-069","SW","NPV",33,"N/A",2022-04-21,"N/A",829,615,-9999
"DPB-018","NE","Amsinckia menziesii - Fiddleneck",8,"full leaf out",2022-03-23,"N/A",400,629,-9999
"DPB-018","SE","Amsinckia menziesii - Fiddleneck",2,"full leaf out",2022-03-23,"N/A",400,629,-9999
"DPB-018","NE","Annual grass",34,"full leaf out",2022-03-23,"N/A",400,630,-9999
"DPB-018","NW","Annual grass",44,"full leaf out",2022-03-23,"N/A",400,630,-9999
"DPB-018","SE","Annual grass",30,"full leaf out",2022-03-23,"N/A",400,630,-9999
"SRB-051","NE","Avena fatua - Wild oat",27,"full leaf out",2022-04-13,"N/A",697,632,-9999
"SRB-051","NW","Avena fatua - Wild oat",4,"early leaf out",2022-04-13,"N/A",697,632,-9999
"SRB-051","NW","Avena fatua - Wild oat",11,"full leaf out",2022-04-13,"N/A",697,632,-9999
"SRB-051","SE","Avena fatua - Wild oat",5,"full leaf out",2022-04-13,"N/A",697,632,-9999
"SRB-051","SW","Avena fatua - Wild oat",8,"full leaf out",2022-04-13,"N/A",697,632,-9999
"SRB-051","NE","Avena fatua - Wild oat",15,"flowers",2022-04-13,"N/A",697,634,-9999
"SRB-051","NW","Avena fatua - Wild oat",16,"flowers",2022-04-13,"N/A",697,634,-9999
"SRB-051","SE","Avena fatua - Wild oat",31,"flowers",2022-04-13,"N/A",697,634,-9999
"SRB-051","SW","Avena fatua - Wild oat",22,"flowers",2022-04-13,"N/A",697,634,-9999
"SRB-050","NE","Eschscholzia californica - California poppy",4,"full leaf out",2022-04-08,"N/A",658,647,-9999
"SRB-050","NW","Eschscholzia californica - California poppy",3,"full leaf out",2022-04-08,"N/A",658,647,-9999
"SRB-050","SE","Eschscholzia californica - California poppy",3,"full leaf out",2022-04-08,"N/A",658,647,-9999
"SRB-050","SW","Eschscholzia californica - California poppy",3,"full leaf out",2022-04-08,"N/A",658,647,-9999
"SRB-050","NE","Avena fatua - Wild oat",6,"full leaf out",2022-04-08,"N/A",658,648,-9999
"SRB-050","NW","Avena fatua - Wild oat",6,"full leaf out",2022-04-08,"N/A",658,648,-9999
"SRB-050","SE","Avena fatua - Wild oat",13,"full leaf out",2022-04-08,"N/A",658,648,-9999
"SRB-050","SW","Avena fatua - Wild oat",7,"full leaf out",2022-04-08,"N/A",658,648,-9999
"SRB-050","NE","Avena fatua - Wild oat",20,"seeds",2022-04-08,"N/A",658,649,-9999
"SRB-050","NW","Avena fatua - Wild oat",23,"seeds",2022-04-08,"N/A",658,649,-9999
"SRB-050","SE","Avena fatua - Wild oat",5,"seeds",2022-04-08,"N/A",658,649,-9999
"SRB-050","SW","Avena fatua - Wild oat",20,"seeds",2022-04-08,"N/A",658,649,-9999
"SRA-056","NE","Eschscholzia californica - California poppy",8,"full leaf out",2022-04-08,"N/A",667,662,-9999
"SRA-056","NW","Eschscholzia californica - California poppy",7,"full leaf out",2022-04-08,"N/A",667,662,-9999
"SRA-056","SE","Eschscholzia californica - California poppy",13,"full leaf out",2022-04-08,"marked as sra-038",667,662,-9999
"SRA-056","SW","Eschscholzia californica - California poppy",10,"full leaf out",2022-04-08,"marked as sra-038",667,662,-9999
"SRA-057","NE","Lupinus nanus - Sky lupine",7,"flowers",2022-04-08,"N/A",679,663,-9999
"SRA-057","NW","Lupinus nanus - Sky lupine",4,"flowers",2022-04-08,"N/A",679,663,-9999
"SRA-057","SE","Lupinus nanus - Sky lupine",9,"flowers",2022-04-08,"N/A",679,663,-9999
"SRA-057","SW","Lupinus nanus - Sky lupine",11,"flowers",2022-04-08,"N/A",679,663,-9999
"SRA-056","NE","Eschscholzia californica - California poppy",4,"flowers",2022-04-08,"N/A",667,665,-9999
"SRA-056","NW","Eschscholzia californica - California poppy",4,"flowers",2022-04-08,"N/A",667,665,-9999
"SRA-056","SE","Eschscholzia californica - California poppy",11,"flowers",2022-04-08,"marked as sra-038",667,665,-9999
"SRA-056","SW","Eschscholzia californica - California poppy",4,"flowers",2022-04-08,"marked as sra-038",667,665,-9999
"DPA-019","NE","Annual grass",6,"full leaf out",2022-03-17,"Avena fatua - Wild oat",370,682,-9999
"DPA-019","NW","Annual grass",1,"full leaf out",2022-03-17,"N/A",370,682,-9999
"DPA-019","NW","Annual grass",3,"full leaf out",2022-03-17,"Avena fatua - Wild oat",370,682,-9999
"DPA-019","SE","Annual grass",8,"full leaf out",2022-03-17,"N/A",370,682,-9999
"DPA-019","SE","Annual grass",5,"full leaf out",2022-03-17,"Avena fatua - Wild oat",370,682,-9999
"DPA-019","SW","Annual grass",1,"full leaf out",2022-03-17,"N/A",370,682,-9999
"SRA-033","NE","Annual grass",18,"full leaf out",2022-03-18,"N/A",376,684,-9999
"SRA-033","NW","Annual grass",13,"full leaf out",2022-03-18,"N/A",376,684,-9999
"SRA-033","SE","Annual grass",17,"full leaf out",2022-03-18,"N/A",376,684,-9999
"SRA-033","SW","Annual grass",20,"full leaf out",2022-03-18,"N/A",376,684,-9999
"DPB-021","NE","Annual grass",12,"full leaf out",2022-03-24,"N/A",436,691,-9999
"DPB-021","NW","Annual grass",28,"full leaf out",2022-03-24,"N/A",436,691,-9999
"DPB-021","SE","Annual grass",22,"full leaf out",2022-03-24,"N/A",436,691,-9999
"DPB-021","SW","Annual grass",11,"full leaf out",2022-03-24,"N/A",436,691,-9999
"DPA-033","SE","Medicago polymorpha - bur clover",14,"full leaf out",2022-04-06,"N/A",601,692,-9999
"DPA-033","SW","Medicago polymorpha - bur clover",9,"full leaf out",2022-04-06,"N/A",601,692,-9999
"DPA-033","NE","Spergularia villosa - Hairy sand spurry",3,"full leaf out",2022-04-06,"N/A",601,693,-9999
"DPA-033","NW","Spergularia villosa - Hairy sand spurry",30,"full leaf out",2022-04-06,"N/A",601,693,-9999
"DPA-033","SW","Spergularia villosa - Hairy sand spurry",15,"full leaf out",2022-04-06,"N/A",601,693,-9999
"SRA-051","NE","Avena fatua - Wild oat",9,"full leaf out",2022-04-07,"N/A",619,708,-9999
"SRA-051","NW","Avena fatua - Wild oat",10,"full leaf out",2022-04-07,"N/A",619,708,-9999
"SRA-051","SE","Avena fatua - Wild oat",6,"full leaf out",2022-04-07,"N/A",619,708,-9999
"SRA-051","SW","Avena fatua - Wild oat",8,"full leaf out",2022-04-07,"N/A",619,708,-9999
"SRA-051","NE","Avena fatua - Wild oat",17,"seeds",2022-04-07,"N/A",619,709,-9999
"SRA-051","NW","Avena fatua - Wild oat",35,"seeds",2022-04-07,"N/A",619,709,-9999
"SRA-051","SE","Avena fatua - Wild oat",40,"seeds",2022-04-07,"N/A",619,709,-9999
"SRA-051","SW","Avena fatua - Wild oat",41,"seeds",2022-04-07,"N/A",619,709,-9999
"SRA-050","NE","Avena fatua - Wild oat",10,"full leaf out",2022-04-07,"N/A",613,710,-9999
"SRA-050","NW","Avena fatua - Wild oat",14,"full leaf out",2022-04-07,"N/A",613,710,-9999
"SRA-050","SE","Avena fatua - Wild oat",11,"full leaf out",2022-04-07,"N/A",613,710,-9999
"SRA-050","SW","Avena fatua - Wild oat",3,"full leaf out",2022-04-07,"N/A",613,710,-9999
"SRA-050","NE","Avena fatua - Wild oat",31,"seeds",2022-04-07,"N/A",613,711,-9999
"SRA-050","NW","Avena fatua - Wild oat",16,"seeds",2022-04-07,"N/A",613,711,-9999
"SRA-050","SE","Avena fatua - Wild oat",36,"seeds",2022-04-07,"N/A",613,711,-9999
"SRA-050","SW","Avena fatua - Wild oat",42,"seeds",2022-04-07,"N/A",613,711,-9999
"SRB-045","SE","Avena fatua - Wild oat",32,"full leaf out",2022-04-07,"N/A",625,713,-9999
"SRB-045","SW","Avena fatua - Wild oat",40,"full leaf out",2022-04-07,"N/A",625,713,-9999
"SRB-048","NE","Eschscholzia californica - California poppy",5,"flowers",2022-04-07,"N/A",634,714,-9999
"SRB-048","NW","Eschscholzia californica - California poppy",7,"flowers",2022-04-07,"N/A",634,714,-9999
"SRB-048","SE","Eschscholzia californica - California poppy",7,"flowers",2022-04-07,"N/A",634,714,-9999
"SRB-034","SE","Chlorogalum pomeridianum",8,"full leaf out",2022-03-25,"N/A",496,715,-9999
"SRB-034","SW","Chlorogalum pomeridianum",5,"full leaf out",2022-03-25,"N/A",496,715,-9999
"SRB-048","NE","Avena fatua - Wild oat",14,"seeds",2022-04-07,"N/A",634,716,-9999
"SRB-048","NW","Avena fatua - Wild oat",3,"seeds",2022-04-07,"N/A",634,716,-9999
"SRB-048","SE","Avena fatua - Wild oat",3,"seeds",2022-04-07,"N/A",634,716,-9999
"SRB-048","NE","Eschscholzia californica - California poppy",4,"full leaf out",2022-04-07,"N/A",634,717,-9999
"SRB-048","NW","Eschscholzia californica - California poppy",4,"full leaf out",2022-04-07,"N/A",634,717,-9999
"SRB-048","SE","Eschscholzia californica - California poppy",10,"full leaf out",2022-04-07,"N/A",634,717,-9999
"SRB-048","SW","Eschscholzia californica - California poppy",5,"full leaf out",2022-04-07,"N/A",634,717,-9999
"SRB-033","NE","Plagiobothrys nothofulvus - Rusty popcornflower",1,"flowers",2022-03-25,"N/A",493,718,-9999
"SRB-033","NE","Erodium cicutarium",14,"full leaf out",2022-03-25,"N/A",493,719,-9999
"SRB-033","SE","Erodium cicutarium",4,"full leaf out",2022-03-25,"N/A",493,719,-9999
"SRB-033","SW","Erodium cicutarium",2,"full leaf out",2022-03-25,"N/A",493,719,-9999
"SRB-033","NE","Plagiobothrys nothofulvus - Rusty popcornflower",4,"full leaf out",2022-03-25,"N/A",493,720,-9999
"SRB-033","NW","Plagiobothrys nothofulvus - Rusty popcornflower",19,"full leaf out",2022-03-25,"N/A",493,720,-9999
"SRB-033","SE","Plagiobothrys nothofulvus - Rusty popcornflower",20,"full leaf out",2022-03-25,"N/A",493,720,-9999
"SRB-033","SW","Plagiobothrys nothofulvus - Rusty popcornflower",4,"full leaf out",2022-03-25,"N/A",493,720,-9999
"DPB-021","SE","Vicia villosa - Hairy vetch",1,"flowers",2022-03-24,"N/A",436,721,-9999
"SRB-030","NE","Avena fatua - Wild oat",5,"full leaf out",2022-03-18,"N/A",361,722,-9999
"SRB-030","NW","Avena fatua - Wild oat",17,"full leaf out",2022-03-18,"N/A",361,722,-9999
"SRB-030","SE","Avena fatua - Wild oat",6,"full leaf out",2022-03-18,"N/A",361,722,-9999
"SRB-030","SW","Avena fatua - Wild oat",9,"full leaf out",2022-03-18,"N/A",361,722,-9999
"SRB-030","NE","Erodium cicutarium",10,"early senescence",2022-03-18,"N/A",361,723,-9999
"SRB-030","NW","Erodium cicutarium",6,"full leaf out",2022-03-18,"N/A",361,723,-9999
"SRB-030","SE","Erodium cicutarium",6,"early senescence",2022-03-18,"N/A",361,723,-9999
"SRB-030","SE","Erodium cicutarium",6,"full leaf out",2022-03-18,"N/A",361,723,-9999
"SRB-030","SW","Erodium cicutarium",2,"early senescence",2022-03-18,"N/A",361,723,-9999
"SRB-030","SW","Erodium cicutarium",12,"full leaf out",2022-03-18,"N/A",361,723,-9999
"DPB-020","NE","Annual grass",7,"full leaf out",2022-03-24,"N/A",430,726,-9999
"DPB-020","NW","Annual grass",4,"full leaf out",2022-03-24,"N/A",430,726,-9999
"DPB-020","SE","Annual grass",6,"full leaf out",2022-03-24,"N/A",430,726,-9999
"DPB-020","SW","Annual grass",6,"full leaf out",2022-03-24,"N/A",430,726,-9999
"DPB-020","NE","Stipa pulchra - Purple needle grass",15,"full leaf out",2022-03-24,"N/A",430,727,-9999
"DPB-020","NW","Stipa pulchra - Purple needle grass",10,"full leaf out",2022-03-24,"N/A",430,727,-9999
"DPB-020","SE","Stipa pulchra - Purple needle grass",17,"full leaf out",2022-03-24,"N/A",430,727,-9999
"DPB-020","SW","Stipa pulchra - Purple needle grass",13,"early leaf out",2022-03-24,"N/A",430,727,-9999
"DPB-020","NE","Erodium sp.",5,"full leaf out",2022-03-24,"Erodium botrys",430,728,-9999
"DPB-020","NE","Erodium sp.",1,"full leaf out",2022-03-24,"Erodium cicutarium",430,728,-9999
"DPB-020","NW","Erodium sp.",1,"full leaf out",2022-03-24,"Erodium cicutarium",430,728,-9999
"DPB-020","SE","Erodium sp.",7,"full leaf out",2022-03-24,"Erodium botrys",430,728,-9999
"DPB-020","SW","Erodium sp.",4,"full leaf out",2022-03-24,"Erodium botrys",430,728,-9999
"DPB-020","SW","Erodium sp.",1,"full leaf out",2022-03-24,"Erodium cicutarium",430,728,-9999
"DPB-021","NE","Vicia villosa - Hairy vetch",30,"full leaf out",2022-03-24,"N/A",436,729,-9999
"DPB-021","NW","Vicia villosa - Hairy vetch",14,"full leaf out",2022-03-24,"N/A",436,729,-9999
"DPB-021","SE","Vicia villosa - Hairy vetch",4,"full leaf out",2022-03-24,"N/A",436,729,-9999
"DPB-021","SW","Vicia villosa - Hairy vetch",29,"full leaf out",2022-03-24,"N/A",436,729,-9999
"SRB-034","NE","Stipa pulchra - Purple needle grass",2,"full leaf out",2022-03-25,"N/A",496,732,-9999
"SRB-034","NW","Stipa pulchra - Purple needle grass",10,"full leaf out",2022-03-25,"N/A",496,732,-9999
"SRB-034","SE","Stipa pulchra - Purple needle grass",6,"full leaf out",2022-03-25,"N/A",496,732,-9999
"SRB-034","SW","Stipa pulchra - Purple needle grass",2,"full leaf out",2022-03-25,"N/A",496,732,-9999
"SRB-047","NE","Avena fatua - Wild oat",9,"seeds",2022-04-07,"N/A",631,734,-9999
"SRB-047","NW","Avena fatua - Wild oat",11,"seeds",2022-04-07,"N/A",631,734,-9999
"SRB-047","SE","Avena fatua - Wild oat",26,"seeds",2022-04-07,"N/A",631,734,-9999
"SRB-047","SW","Avena fatua - Wild oat",27,"seeds",2022-04-07,"N/A",631,734,-9999
"SRB-046","NW","Avena fatua - Wild oat",9,"seeds",2022-04-07,"N/A",628,735,-9999
"SRB-046","SE","Avena fatua - Wild oat",17,"seeds",2022-04-07,"N/A",628,735,-9999
"SRB-046","SW","Avena fatua - Wild oat",16,"seeds",2022-04-07,"N/A",628,735,-9999
"SRB-046","NE","Brassica nigra - Black mustard",20,"flowers",2022-04-07,"N/A",628,736,-9999
"SRB-046","NW","Brassica nigra - Black mustard",7,"flowers",2022-04-07,"N/A",628,736,-9999
"SRB-046","SE","Brassica nigra - Black mustard",13,"flowers",2022-04-07,"N/A",628,736,-9999
"SRB-046","SW","Brassica nigra - Black mustard",14,"flowers",2022-04-07,"N/A",628,736,-9999
"DPA-019","NE","Lupinus bicolor - Bicolored lupine",2,"full leaf out",2022-03-17,"N/A",370,742,-9999
"DPA-019","SW","Lupinus bicolor - Bicolored lupine",1,"full leaf out",2022-03-17,"N/A",370,742,-9999
"DPA-019","NE","Erodium moschatum",42,"full leaf out",2022-03-17,"N/A",370,744,-9999
"DPA-019","NW","Erodium moschatum",1,"early leaf out",2022-03-17,"N/A",370,744,-9999
"DPA-019","NW","Erodium moschatum",35,"full leaf out",2022-03-17,"N/A",370,744,-9999
"DPA-019","SE","Erodium moschatum",33,"full leaf out",2022-03-17,"N/A",370,744,-9999
"DPA-019","SW","Erodium moschatum",41,"full leaf out",2022-03-17,"N/A",370,744,-9999
"SRA-034","NE","Annual grass",36,"full leaf out",2022-03-18,"N/A",379,746,-9999
"SRA-034","NW","Annual grass",28,"full leaf out",2022-03-18,"N/A",379,746,-9999
"SRA-034","SE","Annual grass",25,"full leaf out",2022-03-18,"N/A",379,746,-9999
"SRA-034","SW","Annual grass",13,"full leaf out",2022-03-18,"N/A",379,746,-9999
"DPA-033","NW","Annual grass",1,"flowers",2022-04-06,"Festuca perennis",601,749,-9999
"DPA-033","SE","Annual grass",1,"flowers",2022-04-06,"Festuca perennis",601,749,-9999
"DPA-033","SE","Annual grass",5,"flowers",2022-04-06,"Hordeum murinum ssp. leporinum",601,749,-9999
"DPA-033","SE","Annual grass",1,"seeds",2022-04-06,"Festuca perennis",601,749,-9999
"DPA-033","SW","Annual grass",3,"flowers",2022-04-06,"Festuca perennis",601,749,-9999
"DPA-033","SW","Annual grass",1,"seeds",2022-04-06,"Bromus diandrus - Ripgut brome",601,749,-9999
"SRB-084","NE","Hazardia squarrosa - Sawtooth goldenbush",6,"full leaf out",2022-05-13,"N/A",1072,790,-9999
"SRB-084","SE","Hazardia squarrosa - Sawtooth goldenbush",4,"full leaf out",2022-05-13,"N/A",1072,790,-9999
"SRB-084","SW","Hazardia squarrosa - Sawtooth goldenbush",3,"full leaf out",2022-05-13,"N/A",1072,790,-9999
"SRB-084","NE","NPV",44,"N/A",2022-05-13,"N/A",1072,791,-9999
"SRB-084","NW","NPV",50,"N/A",2022-05-13,"N/A",1072,791,-9999
"SRB-084","SE","NPV",44,"N/A",2022-05-13,"N/A",1072,791,-9999
"SRB-084","SW","NPV",47,"N/A",2022-05-13,"N/A",1072,791,-9999
"SRA-109","NE","NPV",48,"N/A",2022-05-13,"N/A",1054,805,-9999
"SRA-109","NW","NPV",50,"N/A",2022-05-13,"N/A",1054,805,-9999
"SRA-109","SE","NPV",44,"N/A",2022-05-13,"N/A",1054,805,-9999
"SRA-109","SW","NPV",47,"N/A",2022-05-13,"N/A",1054,805,-9999
"SRB-058","NE","Avena fatua - Wild oat",21,"full leaf out",2022-04-15,"N/A",802,833,-9999
"SRB-058","NW","Avena fatua - Wild oat",17,"full leaf out",2022-04-15,"N/A",802,833,-9999
"SRB-058","SW","Avena fatua - Wild oat",12,"full leaf out",2022-04-15,"N/A",802,833,-9999
"SRB-058","SE","Avena fatua - Wild oat",10,"flowers",2022-04-15,"N/A",802,834,-9999
"SRB-058","NE","Bromus diandrus - Ripgut brome",8,"full leaf out",2022-04-15,"N/A",802,836,-9999
"SRB-058","NW","Bromus diandrus - Ripgut brome",12,"full leaf out",2022-04-15,"N/A",802,836,-9999
"SRB-058","SE","Bromus diandrus - Ripgut brome",2,"full leaf out",2022-04-15,"N/A",802,836,-9999
"SRB-058","SW","Bromus diandrus - Ripgut brome",15,"full leaf out",2022-04-15,"N/A",802,836,-9999
"SRA-063","NE","Elymus condensatus - Giant wild rye",4,"full leaf out",2022-04-15,"N/A",766,854,-9999
"SRA-063","SE","Elymus condensatus - Giant wild rye",1,"early senescence",2022-04-15,"N/A",766,854,-9999
"SRA-063","SE","Elymus condensatus - Giant wild rye",6,"full leaf out",2022-04-15,"N/A",766,854,-9999
"SRA-081","NE","Avena fatua - Wild oat",30,"seeds",2022-05-05,"N/A",919,861,-9999
"SRA-081","NW","Avena fatua - Wild oat",25,"seeds",2022-05-05,"N/A",919,861,-9999
"SRA-081","SE","Avena fatua - Wild oat",34,"seeds",2022-05-05,"N/A",919,861,-9999
"SRA-081","SW","Avena fatua - Wild oat",25,"seeds",2022-05-05,"N/A",919,861,-9999
"SRA-082","NE","Avena fatua - Wild oat",32,"seeds",2022-05-05,"N/A",925,884,-9999
"SRA-082","NW","Avena fatua - Wild oat",31,"seeds",2022-05-05,"N/A",925,884,-9999
"SRA-082","SE","Avena fatua - Wild oat",23,"seeds",2022-05-05,"N/A",925,884,-9999
"SRA-082","SW","Avena fatua - Wild oat",28,"seeds",2022-05-05,"N/A",925,884,-9999
"SRA-068","NE","Avena fatua - Wild oat",23,"seeds",2022-04-21,"N/A",817,908,-9999
"SRA-068","NW","Avena fatua - Wild oat",29,"seeds",2022-04-21,"N/A",817,908,-9999
"SRA-068","SE","Avena fatua - Wild oat",14,"seeds",2022-04-21,"N/A",817,908,-9999
"SRA-068","SW","Avena fatua - Wild oat",29,"seeds",2022-04-21,"N/A",817,908,-9999
"SRA-109","NE","Hazardia squarrosa - Sawtooth goldenbush",2,"full leaf out",2022-05-13,"N/A",1054,1026,-9999
"SRA-109","SE","Hazardia squarrosa - Sawtooth goldenbush",6,"full leaf out",2022-05-13,"N/A",1054,1026,-9999
"SRA-109","SW","Hazardia squarrosa - Sawtooth goldenbush",3,"full leaf out",2022-05-13,"N/A",1054,1026,-9999
"SRA-095","SE","Brassica nigra - Black mustard",16,"flowers",2022-05-18,"N/A",1105,1091,-9999
"SRA-095","SW","Brassica nigra - Black mustard",2,"flowers",2022-05-18,"N/A",1105,1091,-9999
"SRA-095","NE","Brassica nigra - Black mustard",2,"full leaf out",2022-05-18,"N/A",1105,1092,-9999
"SRA-095","NW","Brassica nigra - Black mustard",7,"full leaf out",2022-05-18,"N/A",1105,1092,-9999
"SRA-095","SW","Brassica nigra - Black mustard",6,"full leaf out",2022-05-18,"N/A",1105,1092,-9999
"DPB-041","NE","Carpobrotus edulis - Iceplant",15,"full leaf out",2022-05-19,"N/A",1135,1096,-9999
"DPB-041","SE","Carpobrotus edulis - Iceplant",14,"early leaf out",2022-05-19,"N/A",1135,1096,-9999
"DPB-041","SW","Carpobrotus edulis - Iceplant",9,"early leaf out",2022-05-19,"N/A",1135,1096,-9999
"DPB-042","NE","Carex pansa - Sand dune sedge",9,"full leaf out",2022-05-19,"N/A",1147,1098,-9999
"DPB-042","NW","Carex pansa - Sand dune sedge",18,"full leaf out",2022-05-19,"N/A",1147,1098,-9999
"DPB-042","SE","Carex pansa - Sand dune sedge",15,"full leaf out",2022-05-19,"N/A",1147,1098,-9999
"DPB-042","SW","Carex pansa - Sand dune sedge",4,"full leaf out",2022-05-19,"N/A",1147,1098,-9999
"DPB-041","NE","Juncus patens",22,"full leaf out",2022-05-19,"N/A",1135,1099,-9999
"DPB-041","NW","Juncus patens",30,"full leaf out",2022-05-19,"N/A",1135,1099,-9999
"DPB-041","SE","Juncus patens",24,"early leaf out",2022-05-19,"N/A",1135,1099,-9999
"DPB-041","SW","Juncus patens",38,"early leaf out",2022-05-19,"N/A",1135,1099,-9999
"DPA-053","NE","Cotula coronopifolia - Brass buttons",26,"early senescence",2022-05-19,"N/A",1150,1111,-9999
"DPA-053","NW","Cotula coronopifolia - Brass buttons",14,"early senescence",2022-05-19,"N/A",1150,1111,-9999
"DPA-053","NW","Cotula coronopifolia - Brass buttons",1,"full leaf out",2022-05-19,"N/A",1150,1111,-9999
"DPA-053","SE","Cotula coronopifolia - Brass buttons",34,"early senescence",2022-05-19,"N/A",1150,1111,-9999
"DPA-053","SE","Cotula coronopifolia - Brass buttons",3,"full leaf out",2022-05-19,"N/A",1150,1111,-9999
"DPA-053","SW","Cotula coronopifolia - Brass buttons",32,"early senescence",2022-05-19,"N/A",1150,1111,-9999
"DPA-053","SW","Cotula coronopifolia - Brass buttons",7,"full leaf out",2022-05-19,"N/A",1150,1111,-9999
"DPA-052","NE","Distichlis spicata",9,"full leaf out",2022-05-19,"N/A",1144,1112,-9999
"DPA-052","SE","Distichlis spicata",3,"full leaf out",2022-05-19,"N/A",1144,1112,-9999
"DPA-052","NE","Juncus xiphioides - Iris leaved rush",5,"early senescence",2022-05-19,"N/A",1144,1113,-9999
"DPA-052","NE","Juncus xiphioides - Iris leaved rush",9,"full leaf out",2022-05-19,"N/A",1144,1113,-9999
"DPA-052","NW","Juncus xiphioides - Iris leaved rush",10,"early senescence",2022-05-19,"N/A",1144,1113,-9999
"DPA-052","SE","Juncus xiphioides - Iris leaved rush",4,"early senescence",2022-05-19,"N/A",1144,1113,-9999
"DPA-052","SE","Juncus xiphioides - Iris leaved rush",4,"full leaf out",2022-05-19,"N/A",1144,1113,-9999
"DPA-052","SW","Juncus xiphioides - Iris leaved rush",7,"early senescence",2022-05-19,"N/A",1144,1113,-9999
"DPA-052","SW","Juncus xiphioides - Iris leaved rush",15,"full leaf out",2022-05-19,"N/A",1144,1113,-9999
"DPA-052","SW","Carpobrotus edulis - Iceplant",4,"full leaf out",2022-05-19,"N/A",1144,1114,-9999
"DPA-053","NE","Distichlis spicata",21,"full leaf out",2022-05-19,"N/A",1150,1115,-9999
"DPA-053","NW","Distichlis spicata",3,"full leaf out",2022-05-19,"N/A",1150,1115,-9999
"DPA-053","NW","Cotula coronopifolia - Brass buttons",4,"flowers",2022-05-19,"N/A",1150,1116,-9999
"DPA-053","SE","Cotula coronopifolia - Brass buttons",7,"flowers",2022-05-19,"N/A",1150,1116,-9999
"DPA-053","SW","Cotula coronopifolia - Brass buttons",8,"flowers",2022-05-19,"N/A",1150,1116,-9999
"DPB-042","NE","Juncus xiphioides - Iris leaved rush",4,"full leaf out",2022-05-19,"N/A",1147,1151,-9999
"DPB-042","NW","Juncus xiphioides - Iris leaved rush",6,"full leaf out",2022-05-19,"N/A",1147,1151,-9999
"DPB-042","SE","Juncus xiphioides - Iris leaved rush",2,"full leaf out",2022-05-19,"N/A",1147,1151,-9999
"DPB-042","NW","Carpobrotus edulis - Iceplant",1,"early senescence",2022-05-19,"N/A",1147,1152,-9999
"DPB-042","NW","Carpobrotus edulis - Iceplant",5,"full leaf out",2022-05-19,"N/A",1147,1152,-9999
"DPB-042","SE","Carpobrotus edulis - Iceplant",8,"full leaf out",2022-05-19,"N/A",1147,1152,-9999
"DPB-042","SW","Carpobrotus edulis - Iceplant",9,"full leaf out",2022-05-19,"N/A",1147,1152,-9999
"DPB-042","NE","Isocoma menziesii",2,"full leaf out",2022-05-19,"N/A",1147,1153,-9999
"DPB-042","SE","Isocoma menziesii",3,"full leaf out",2022-05-19,"N/A",1147,1153,-9999
"DPB-042","SW","Isocoma menziesii",10,"full leaf out",2022-05-19,"N/A",1147,1153,-9999
"DPB-043","NE","Juncus patens",24,"full leaf out",2022-05-19,"N/A",1153,1159,-9999
"DPB-043","SE","Juncus patens",30,"full leaf out",2022-05-19,"N/A",1153,1159,-9999
"DPB-043","SW","Juncus patens",26,"full leaf out",2022-05-19,"N/A",1153,1159,-9999
"DPB-042","SE","Baccharis glutinosa - Saltmarsh baccharis",1,"full leaf out",2022-05-19,"N/A",1147,1160,-9999
"DPB-042","SW","Baccharis glutinosa - Saltmarsh baccharis",3,"full leaf out",2022-05-19,"N/A",1147,1160,-9999
"SRB-095","NE","Juncus mexicanus",35,"full leaf out",2022-05-25,"N/A",1207,1176,-9999
"SRB-095","NW","Juncus mexicanus",16,"full leaf out",2022-05-25,"N/A",1207,1176,-9999
"SRB-095","SW","Juncus mexicanus",36,"full leaf out",2022-05-25,"N/A",1207,1176,-9999
"SRB-095","SE","Muhlenbergia rigens - Deergrass",25,"full leaf out",2022-05-25,"N/A",1207,1177,-9999
"SRB-095","SW","Muhlenbergia rigens - Deergrass",8,"full leaf out",2022-05-25,"N/A",1207,1177,-9999
"SRB-095","NW","Asclepias fascicularis - Narrow-leaved milkweed",10,"full leaf out",2022-05-25,"N/A",1207,1178,-9999
"SRB-095","SE","Asclepias fascicularis - Narrow-leaved milkweed",3,"full leaf out",2022-05-25,"N/A",1207,1178,-9999
"DPB-004","NE","Deinandra increscens",4,"flowers",2022-09-17,"unknown species",1562,1320,-9999
"DPB-004","NW","Deinandra increscens",2,"flowers",2022-09-17,"unknown species",1562,1320,-9999
"DPB-004","SE","Deinandra increscens",4,"flowers",2022-09-17,"unknown species",1562,1320,-9999
